COUNTRY,PRODUCT_DESCRIPTION,COUNTRY_DIRECTION,Status,Keyword
INDIA,C & P LGD   Marquise Brilliant  CUT   E VVS2   GIA   5506475533 1 Pcs,INDIA_EXPORT,TRUE,"['lgd', 'marquise', 'brilliant cut', 'gia', 'pc']"
INDIA,BIKANERI BITE PEANUT GACHAK,INDIA_EXPORT,TRUE,"['bikaneri bite', 'peanut', 'gachak']"
INDIA,"SPARE PARTS FOR MARUTI / SUZUKI VEHICLES- HANDLE ASSY, FR DOOR INSIDE, L",INDIA_EXPORT,TRUE,"['spare part', 'maruti suzuki vehicle handle assy', 'door inside']"
INDIA,"PARTS OF EARTH MOVING EQUIPMENT, FILTER, FUEL, PRIMARY COO:India,State:Maharashtra,District:Pune",INDIA_EXPORT,FALSE," [""part"", ""earth move equipment"", ""filter"", ""fuel"", ""primary""] (These are potential product names based on the context, but without further information it's hard to confirm if they are actual products. In this case, ""earth move equipment"" and ""filter fuel"" seem most likely to be product names.)"
INDIA,10 KT & 14 KT GOLD PLAIN JEWELLERY(130 PCS),INDIA_EXPORT,TRUE,['gold plain jewellery']
INDIA,SUPPLY OF AHU- MODEL NO: VBAHUSS70077,INDIA_EXPORT,TRUE,['ahu']
INDIA,CPD D/C ROUND OWLC  I1 211 / 17.48 x  1.00 Bag 211 PCS,INDIA_EXPORT,TRUE,"['cpd', 'owlc bag', 'pc']"
INDIA,PVC TUBE SETTLER MEDIA BLACK COLOR VERTICAL HEIGHT-1000MM SH-1155MM AOI-60D DEGSETTLING AREA 11 M2/M3 TUBE CROSS SECTIO,INDIA_EXPORT,TRUE,"['pvc tube', 'settler', 'aoi degsettle']"
INDIA,"FIXED CARBON RESISTORS, COMPOSITION/ FILM TYPES-OTHER FIXED RESISTORS MATERIAL CODE MBB02070C1212FC100",INDIA_EXPORT,TRUE,"['fix carbon resistor', 'composition film', 'type fix resistors', 'material']"
INDIA,CYSTOSTOME 10FR,INDIA_EXPORT,TRUE,['cystostome']
INDIA,GPS ANTENNA COVER P/N 602-15-00030-00,INDIA_EXPORT,TRUE,['gps antenna cover']
INDIA,CPD ROUND BRILLIANT E VS1 GIA 7506088122 PCS1,INDIA_EXPORT,TRUE,"['cpd', 'round brilliant', 'gia']"
INDIA,LG CPD EMERALD E VS 5.00 X 3.00 MM - 122PCS,INDIA_EXPORT,TRUE,"['cpd', 'emerald']"
INDIA,KHICHIYA PAPAD (ASSORTED FOODSTUFF),INDIA_EXPORT,TRUE,['khichiya papad']
INDIA,CPD Round Brilliant G-H I1 GSI 72255390210 2 PCS,INDIA_EXPORT,TRUE,"['cpd', 'round brilliant', 'gsi', 'pc']"
INDIA,Parts & Components of Passenger Car:  PART NO.6JR-823-031 HOOD,INDIA_EXPORT,FALSE," [""part"", ""component"", ""passenger car hood""] is not a list of product names. Here's the corrected list:

[""part"", ""component"", ""hood""]"
INDIA,AUTOMOBILE PARTS - COMPR COMPL,INDIA_EXPORT,FALSE," [""automobile"", ""part""] (These are not specific product names, but since the context suggests they are parts of an automobile, I assumed you wanted to include them.)"
INDIA,SPARES FOR AIR COMPPRESSOR ENGG GOODS O-RING BUNA (DETAILS AS PER INVOICE),INDIA_EXPORT,TRUE,"['spare air compressor', 'comppressor']"
INDIA,ROLLER CAM CHAIN GUIDE BIG HH,INDIA_EXPORT,TRUE,"['roller', 'cam chain', 'guide']"
INDIA,BRAIDED RUG MANMADE FIBRE 100% POLYESTERBRAID HORIZON 947 (SIZE : 180 X 240 CMS),INDIA_EXPORT,TRUE,"['braid rug', 'polyesterbraid', 'horizon']"
INDIA,INDIAN HANDWOVEN WOOLLEN DRUGGETS DESIGN-DOT SIZE-170x240 (Wool 80 %Cotton 20%),INDIA_EXPORT,TRUE,"['indian handwoven druggiet', 'dot size', 'wool', 'cotton']"
INDIA,65% VISCOSE 35% NYLON WOVEN LADIES DRESS,INDIA_EXPORT,TRUE,"['viscose dress', 'nylon dress', 'lady dress']"
INDIA,"EXTRA SUPER P -FORCE TAB(SILDENAFILL CITRATE&DAPOXETINE HCL TABS)(P:1X4)(B.NO.SE-1085 M:3/24,E:2/26)(T 4000 PCS IN 1000",INDIA_EXPORT,TRUE,"['extra super force tab', 'sildenafill citrate', 'dapoxetine hcl tab']"
INDIA,TANDOORI NAAN 80G (80G X 16PCS X 4PKT) (AS PER INVOICE),INDIA_EXPORT,TRUE,['tandoori naan']
INDIA,CUT & POLISHED DIAMONDS R B E-VVS1SM-342623 GIA:2477719529 ID:100757361086 1 Pcs,INDIA_EXPORT,TRUE,"['cut polished diamond', 'GIA PC']"
INDIA,COPPER LUGS 2.5 SQ. MM RING TYPE 20 NOS,INDIA_EXPORT,TRUE,"['copper lug', 'ring']"
INDIA,CPD ROUND BRILLIANT G VVS2 617496310 IGI[8.00 - 8.08 X 4.96 MM] 1 PCS ON CONSIGNMENT BASIS      ON CONSIGNMENT,INDIA_EXPORT,TRUE,"['cpd', 'round brilliant', 'igi', 'pc']"
INDIA,"TABLE,KITCHEN OR OTHER HOUSEHOLD ARTICLEAND PARTS THEREOF OF STAINLESS STEEL  ERING  (864 PCS)",INDIA_EXPORT,TRUE,"['table', 'stainless steel', 'article']"
INDIA,(*) GI COILS 2.880 MM 1250 MM 275 G/M2 (FLAT ROLLED PRODUCTS OF IRON OR NON ALLOY STEEL),INDIA_EXPORT,TRUE,"['coil', 'flat roll product', 'iron', 'non alloy steel']"
INDIA,150 BDLS PVC BACKED COIR MATS 40 X 60 CM@ 4 PCS HELLO,INDIA_EXPORT,TRUE,"['bdls', 'pvc', 'back', 'coir mat', 'pc']"
INDIA,PHARMACEUTICAL PRODUCTS-MINODIL(Minoxidil Tablets USP 10mg)Each uncoated tabletcontains:Minoxidil USP 10mg,INDIA_EXPORT,TRUE,"['minodil', 'minoxidil', 'tablet', 'usp', 'uncoated']"
INDIA,OPTHALMIC MEASURING INSTRUMENTS PNEUMATIC CUTTER,INDIA_EXPORT,TRUE,"['opthalmic measure instrument', 'pneumatic cutter']"
INDIA,ORTHOPEDIC IMPLANTS : AUSTIN MOORE HIP PROSTHESIS (STANDARD STEM) 48MM (STERILE),INDIA_EXPORT,TRUE,"['orthopedic implant', 'austin moore hip prosthesis', 'standard stem']"
INDIA,"EARTH MOVING MACHINE BUCKETS 48"" HEAVY DUTY PLATE LIP BUCKET SHEEL (EX15HD48S)",INDIA_EXPORT,TRUE,"['earth move machine', 'heavy duty plate', 'lip sheel']"
INDIA,SPORTS GOODS:W/KEEPING GLOVES TON PRO 1.0 MEN,INDIA_EXPORT,TRUE,"['sport good', 'glove', 'ton pro', 'man']"
INDIA,READYMADE GARMENTS:100% COTTON WOVEN LADIES  LONG SLEEVE SHIRT(NIGHTWEAR),INDIA_EXPORT,TRUE,"['readymade garment', 'cotton weave', 'lady long sleeve shirt', 'nightwear']"
INDIA,CPD ROUND BRILLIANT I VVS2 (GIA 7486797552)    (1 PCS),INDIA_EXPORT,TRUE,"['cpd', 'round brilliant', 'gia', 'pc']"
INDIA,PRINTEDBOOKS FAIRY TALE BOARD BOOK CODE: BUL-419,INDIA_EXPORT,TRUE,"['printed books', 'fairy tale', 'board book', 'code bul']"
INDIA,READY TO SERVE PRODUCTS GRATED NARIYAL  (CRTN: 150,INDIA_EXPORT,FALSE," [""ready serve product"", ""nariyal"", ""grate""] (These are not actual product names, but I assume you meant to ask for the specific items being sold or used, which in this case could be ""nariyal"" - coconut and ""grate"" - possibly a grater.)"
INDIA,BRAND NEW SPARE PARTS FOR AUTOMOTIVE VEHICLES- F2754200 OIL SEAL HUB ALFA90,INDIA_EXPORT,TRUE,"['automotive vehicle oil seal', 'hub']"
INDIA,C&P LAB GROWN DIAMOND  ROUND BRILLIANT 7.64 - 7.69 x 4.71 E VS1 LG631409956 IGI 1  PC,INDIA_EXPORT,TRUE,"['lab grow diamond', 'round brilliant igi']"
INDIA,"(MATERIAL ID:NPC6ASZDB-WT003M) TELECOMMUNICATION PRODUCTS - NPC, CAT 6A, SHIELDED, LSZH, WHITE, 3M (COPPER PATCH CORD)",INDIA_EXPORT,TRUE,"['material', 'telecommunication product', 'npc cat shield', 'lszh white copper patch cord']"
INDIA,"RUBBER NITRILE HOSE I.D.5/32"", EACH ROLL50 MTRS",INDIA_EXPORT,TRUE,['rubber nitrile hose']
INDIA,"AUTO PARTS: K1HG-BUSH 12MM , PART NO: BUSH 12MM 5H88230",INDIA_EXPORT,TRUE,['auto part']
INDIA,DYED KNITTED FABRIC MADE OF 100%CMIA CTN 1X1 RIB GSM : 180,INDIA_EXPORT,TRUE,"['dye', 'knit fabric', 'cmia', 'ctn', 'rib', 'gsm']"
INDIA,CUT & POLISHED LAB GROWN DIAMONDS ROUNDBRILLAINT VVS2 (E) IGI ( LG648491584 ) (609973) 1PCS,INDIA_EXPORT,TRUE,"['cut polished lab grow diamond', 'roundbrilliant igi']"
INDIA,N6 DOT FLIP-UP HELMET TROOPER CAP RACK GREEN 80-8324-001 RODA BOOSTER GRAPHIC WITH 50%TINTED VISOR XL EX,INDIA_EXPORT,TRUE,"['dot flip helmet', 'trooper cap', 'rack', 'green roda booster', 'graphic', 'tinted visor']"
INDIA,ALLUMINIUM B22 CAPS NICKLE PLATED,INDIA_EXPORT,TRUE,"['aluminium_cap', 'nickel_plate']"
INDIA,38860M79F01-RELAY(MAINRDTR FANFUEL PUMPE,INDIA_EXPORT,TRUE,"['relay', 'mainrdtr', 'fanfuel', 'pump']"
INDIA,"BUSH A FOR IF,MOC:BRASS AS PER DRAWING O",INDIA_EXPORT,TRUE,"['bush moc', 'brass']"
INDIA,SMF-2317 Hydraulic Draft Link Assembly.,INDIA_EXPORT,TRUE,['smf hydraulic draft link assembly']
INDIA,BRN UPPER RECEIVER MACHINED - M9-02-G2-BRN 30 Boxes (One Box - 10 Pcs each ),INDIA_EXPORT,TRUE,"['brn upper receiver', 'machine box', 'pc']"
INDIA,AEROSPACE PARTS 1009M6346C001 SLEEVE FWDSPRING,INDIA_EXPORT,TRUE,"['aerospace part', 'sleeve']"
INDIA,RUBBER GOODS - SEAL 18 X 2 MM,INDIA_EXPORT,TRUE,['rubber seal']
INDIA,97%COTTON/3%SPANDEX WOVEN READYMADE GARMENTS- LADIES DRESS,INDIA_EXPORT,TRUE,"['cotton spandex weave', 'readymade garment', 'lady dress']"
INDIA,"CUT & POLISHED LOOSE SEMI PRECIOUS STONE,W.RAINBOW BEADS, G.MOON BEADS",INDIA_EXPORT,TRUE,"['cut polished loose semi precious stone', 'rainbow bead', 'moon bead']"
INDIA,AdvDxTM Malaria Pf Rapid Malaria Ag Detection Test and Accessories (ADF323/0724),INDIA_EXPORT,TRUE,"['advdxtm malaria rapid detection test', 'accessory']"
INDIA,Sha heena combo 3*100gm,INDIA_EXPORT,TRUE,"['sha', 'heena', 'combo']"
INDIA,"10330164 - S'HULSE (LS=160-G1/2""-MS) (Brass Thermowell 160 mm length) - (BRAS PARTS)",INDIA_EXPORT,TRUE,"['hulse brass thermowell', 'brass']"
INDIA,MASTER ALLOY OF COPPER TYPE : WAFFLE PLATES GRADE : CU98B2,INDIA_EXPORT,TRUE,"['master alloy', 'copper', 'waffle plate', 'grade']"
INDIA,"GST INVOICE NO:64021087823   SPARE PARTSFOR MARUTI SUZUKI VEHICLE-SENSOR ASSY,PRESSURE",INDIA_EXPORT,TRUE,"['spare parts', 'sensor assy', 'pressure']"
INDIA,"HAND TOOLS,COMBINATION SPANNER DROP FORGED NICKLE PLATED MADE OF ALLOY STEEL SIZE : 22 MM (2000 PCS)",INDIA_EXPORT,TRUE,"['hand tool', 'combination spanner', 'drop forge', 'nickle plate', 'alloy steel', 'size pc']"
INDIA,"PARTS MADE OF STEEL: BRACKET, CVT, RELAY, CAST BASETANK, TRNS/ECT ( PART NO. JY300362.0001 REV 02)",INDIA_EXPORT,TRUE,"['part steel bracket', 'cvt relay', 'cast basetank', 'trn', 'ect rev']"
INDIA,"UNDERCARRIAGE BODY EXCAVATING MACHINERY PARTS FOR EARTH, UNDERCARRIAGE BODY ITEM CODE : FR0507A-000-00-N",INDIA_EXPORT,TRUE,"['undercarriage body', 'excavate machinery', 'earth item']"
INDIA,C & P LGD   Round Brilliant  CUT   E VS1   IGI   LG652462779 1 Pcs,INDIA_EXPORT,TRUE,"['lgd', 'round brilliant cut', 'igi', 'pc']"
INDIA,BRASS BUILDERS HARDWARE: [Fitting for Doors & Windows of base Metal] - B5243M12DOOR KNOB,INDIA_EXPORT,TRUE,"['brass builder hardware', 'fitting', 'door', 'window', 'base metal knob']"
INDIA,INDIAN ARTISTIC TEAK WOOD FURNITURE:TEAKWOOD BED WITH JAL FITTING -ITEM NO.AW-BED-0782,INDIA_EXPORT,TRUE,"['indian artistic teak wood furniture', 'teakwood bed', 'jal fitting', 'item']"
INDIA,CPDLG Round Brilliant D VVS2 IGI LG638463129 Pcs.1,INDIA_EXPORT,TRUE,"['cpdlg', 'round brilliant', 'igi', 'pc']"
INDIA,COPPER BRASS PEDEY,INDIA_EXPORT,TRUE,"['copper', 'brass', 'pedey']"
INDIA,CUT & POLISHED LAB GROWN DIAMONDSRound Brilliant  E  VS1IGI-LG628439188  1Pc,INDIA_EXPORT,TRUE,"['cut polished lab grown diamond', 'round brilliant']"
INDIA,"BOYS SHIRTS(65% COTTON/35% POLY)INV-362,364,365,363,DT-06-7-24,GST-24CUTPM8256K1ZS- WE INTEND TO CLAIM BENIFIT OF ROSCTL",INDIA_EXPORT,TRUE,"['boy shirt', 'cotton', 'poly']"
INDIA,"TABLE KITCHEN OR OTHER HOUSEHOLD ARTICLES OF S.STEEL,   12X11H SS SERVING BOWL",INDIA_EXPORT,TRUE,"['table', 'kitchen article', 'steel serve bowl']"
INDIA,NATURAL ESSENTIAL OILS HERBAL OILS FOR AROMATHERAPY PURPOSES HERBAL OILS FOR AROMATHERAPY PURPOSES:-TULSI OIL,INDIA_EXPORT,TRUE,"['natural essential oil', 'herbal oil', 'aromatherapy purpose oil', 'tulsi']"
INDIA,FASTENERS MADE OF STEEL-DIN933 M8X16 (KOVA 8.8)ZP ( 76800PCS),INDIA_EXPORT,TRUE,"['fastener', 'steel', 'kova']"
INDIA,VVF914 - FASTENING FIXTURE FOR 29278997BM/PPT2,INDIA_EXPORT,TRUE,"['fasten', 'fixture']"
INDIA,"WOVEN FABRICS-56"" -71% POLY,25%COT,4%SPANDEX:-WOVEN FABRICS CONTAINING LESS THAN85% BY WEIGHT OF MANMADE FIBRES &/OR MA",INDIA_EXPORT,TRUE,"['poly cotton', 'spandex']"
INDIA,C&P LAB GROWN DIAM Round Brilliant FVVS2 8.11 X 8.14 X 4.98 IGI( 647484138)Pcs 1 CONSIGNMENT BASIS,INDIA_EXPORT,TRUE,"['lab grown diamond', 'round brilliant IGI PC']"
INDIA,FASTENERS -STUD BOLT 3/4-10UNC X 160MMASTM A 193 GRADE B8M CLASS 1,INDIA_EXPORT,TRUE,"['fastener', 'stud', 'bolt']"
INDIA,2/W SPARE PARTS 1GCH39220100 LEVER 2,INDIA_EXPORT,TRUE,"['spare part', 'lever']"
INDIA,ON CONSIGNMENT BASIS CUT & POLISHED LABGROWN DIAMONDS SQUARE CUSHION BRILLIANTD (VVS2) IGI (LG645471842) (5.84-5.81*3.,INDIA_EXPORT,TRUE,"['labgrown diamond', 'square cushion', 'brilliant']"
INDIA,"RTC242-COTTON TABLE CLOTH ,HAWB-7366393926 ,BABY INV-26143K ,BUYER-SALLY LEWIS",INDIA_EXPORT,FALSE," ['cotton table cloth', 'hawb', 'baby', 'sally lewis']

In this case, I included 'baby' as it could be a type of product (e.g., baby clothes), but it might not be a typical product name. If you want to exclude it, the list would only contain ['cotton table cloth', 'hawb', 'sally lewis']."
INDIA,HEERON-XT INJ. IRON SUCROS 20MG BT-LIEJ4010  MFG-10/2024 EXP-09/2027,INDIA_EXPORT,TRUE,"['heeron', 'inj', 'iron', 'sucros']"
INDIA,POLYESTER FILAMENT SAREES 858 PCS J J GROUP 302/305-306 GST.24AACFJ3770G1ZK PARINEETA EXCL:108 24ADTPJ8249A1ZG,INDIA_EXPORT,TRUE,"['polyester filament saree', 'pc group', 'gst', 'parineeta']"
INDIA,CUT & POLISHED DIAMONDS D.CUT RB(ROUND)VS1 G GIA - 1495922759   1 PCS,INDIA_EXPORT,TRUE,"['cut polished diamond', 'GIA PC']"
INDIA,ENVELOPES RIBBED MANILA 115 GSM 12 X 10,INDIA_EXPORT,TRUE,"['envelope', 'rib', 'manila', 'gsm']"
INDIA,CPD RD D/C  F / SI1 (4.84-4.89x2.9)MM  -248T0957   1PC  ON CONSIGNMENT BASISON CONSIGNMENT,INDIA_EXPORT,TRUE,"['cpd', 'basison']"
INDIA,TROFI,INDIA_EXPORT,TRUE,['trofi']
INDIA,Conventional Swing Door: (900x 2100),INDIA_EXPORT,TRUE,['conventional swing door']
INDIA,DEHYDRATED CULTURE MEDIA/ SUPPLEMENTS SD086-5CT NITROFURANTOIN NIT 100 MCG,INDIA_EXPORT,TRUE,"['dehydrate culture medium', 'nitrofurantoin']"
INDIA,AUTOMOTIVE PARTS- FRAME UPPER DOOR LH  -822773155R - NET WT. 201.6 KGS,INDIA_EXPORT,TRUE,"['automotive part', 'frame', 'upper door', 'net']"
INDIA,AUTOMOBILE SPARE PARTS-  POWER STEERINGBOLT,INDIA_EXPORT,TRUE,['power steering bolt']
INDIA,BRASS BUILDERS HARDWARE BRASS DOOR HANDLE OUR ART NO-1005970200 FINISH-CP,INDIA_EXPORT,TRUE,"['brass builder hardware', 'door handle', 'art finish']"
INDIA,PRINTED BOOKS NRSV,INDIA_EXPORT,TRUE,"['print', 'book', 'nrsv']"
INDIA,PRINTED BOOKS- NRSV,INDIA_EXPORT,TRUE,"['print', 'book', 'nrsv']"
INDIA,100% COTTON MADE-UPS(BED LINEN) BED SHEET SET AND PILLOW COVER BEACHCHAIRS MUL QN SHEET SET,INDIA_EXPORT,TRUE,"['cotton', 'bed', 'linen', 'sheet', 'set', 'pillow', 'cover', 'beachchair', 'mul']"
INDIA,"MAIN BODY, PART NO:7116-1201-00, PO NO:C31313 DT:10.06.2024 (ALUMINIUM PARTS )",INDIA_EXPORT,TRUE,['aluminium part']
INDIA,"EMBROIDERY FABRICS-EMBROIDERY IN THE PIECE, IN STRIPS OR IN MOTIFS(OFOTHER TEXTILE MATERIALS)(POLYERSTER 38.00% VISCOSE",INDIA_EXPORT,TRUE,"['embroidery fabric', 'piece strip', 'motifs', 'other textile material', 'polyester', 'viscose']"
INDIA,CKD PARTS OF VEHICLE -   CONSOLE ASSY-FLOOR PART NO - 84610-CCBH0YWK,INDIA_EXPORT,TRUE,"['ckd part', 'vehicle console assy', 'floor']"
INDIA,CUT & POLISHED DIAMONDS GIA 2487938583RB IF E EX None   1 Pcs,INDIA_EXPORT,TRUE,"['cut polished diamond', 'GIA PC']"
INDIA,80% COTTON YARN 20% SILK YARN,INDIA_EXPORT,TRUE,"['cotton yarn', 'silk']"
INDIA,"GST INVOICE NO:64021086750, SPARE PARTSFOR MARUTI SUZUKI VEHICLE-CLIP,REAR COMBPROTECTOR",INDIA_EXPORT,TRUE,"['spare parts', 'clip', 'rear comb protector']"
INDIA,HAND-EMBROIDERED RUNNER FABRIC,INDIA_EXPORT,TRUE,"['hand embroider runner', 'fabric']"
INDIA,"MFG: TATA STEEL LIMITED, GST:27AAACT2803M1ZB, TAX INV NO: 7249011722 TO 7249011726 DT. 30.05.2024",INDIA_EXPORT,TRUE,['Tata Steel']
INDIA,100%COTTON KNITTED MENS JOGGER PANT STYLE NO:VKN1009,INDIA_EXPORT,TRUE,"['cotton knit mens jogger pant', 'mens jogger pant']"
INDIA,DELTAMETHRIN TECH 98% MIN. - DELTAMETHRIN TC 1X25KG DRM WW (GST TAX INVOICE NO.8064509961 DT.11.10.2024)(CAS No. 52918-,INDIA_EXPORT,TRUE,"['deltamethrin', 'tech', 'methrin', 'min', 'drum', 'gst']"
INDIA,CPD ROUND BRILLIANT F VVS2 GIA 1493344730 PCS. 1,INDIA_EXPORT,TRUE,"['cpd', 'round brilliant', 'gia', 'pc']"
INDIA,400 BDLS RUBBER BACKED POLYPROPYLENE MATS 50 X 80 CM @ 6 PCS BORDER STAR CA.D.001 C.040 GRAU,INDIA_EXPORT,TRUE,"['bdls rubber mat', 'polypropylene mat', 'pc border', 'star']"
INDIA,SILK EMBROIDERED KURTA (MONAMODI) INV-524924 PAYER-MONAMODI AWB-777899682552,INDIA_EXPORT,TRUE,"['silk embroider kurta', 'monamodi', 'payer', 'awb']"
INDIA,HARNESS LEATHER COMPONENTS-  HARNESS ONGBRIDGE BREASTPLATE,INDIA_EXPORT,TRUE,"['harness', 'leather component', 'ongbridge breastplate']"
